CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
718292283,Existing Customer,52,F,1,High School,Single,$40K - $60K,Blue,42,1,3,1,3416,1970,1446,0.80400000000000005,8254,75,0.59599999999999997,0.57699999999999996
713197308,Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Silver,33,1,2,1,6224,0,6224,0.63,7612,82,0.78300000000000003,0
789175683,Existing Customer,49,F,2,College,Married,Less than $40K,Silver,38,2,3,2,10741,2517,8224,1.087,8352,71,0.82099999999999995,0.23400000000000001
811700058,Attrited Customer,41,M,2,Graduate,Single,$60K - $80K,Gold,36,2,3,3,34516,687,33829,1.0149999999999999,4822,57,0.29499999999999998,0.02
818476383,Existing Customer,50,M,1,Unknown,Unknown,$120K +,Silver,45,2,2,0,34516,1514,33002,0.73599999999999999,7333,72,1,0.043999999999999997
720164358,Attrited Customer,53,F,4,Graduate,Single,$40K - $60K,Blue,43,1,3,2,6058,0,6058,0.997,4754,60,0.46300000000000002,0
710357208,Existing Customer,49,M,4,Uneducated,Married,$80K - $120K,Blue,39,2,3,2,8561,915,7646,0.63700000000000001,7341,79,0.49099999999999999,0.107
711325308,Attrited Customer,46,M,3,Unknown,Single,$80K - $120K,Blue,34,4,3,3,9959,0,9959,1.0489999999999999,4859,64,0.52400000000000002,0
721486908,Existing Customer,51,F,5,High School,Single,Less than $40K,Blue,36,1,1,1,7645,2076,5569,0.75900000000000001,7710,75,0.875,0.27200000000000002
711210633,Existing Customer,51,M,3,Uneducated,Single,$60K - $80K,Blue,42,2,4,1,1922,1124,798,0.76600000000000001,8049,76,0.434,0.58499999999999996
712570458,Existing Customer,51,F,2,High School,Married,Less than $40K,Blue,33,2,1,3,5625,1640,3985,0.89300000000000002,7890,75,0.875,0.29199999999999998
712058133,Existing Customer,54,F,2,College,Single,Less than $40K,Blue,36,1,3,3,2274,708,1566,0.67700000000000005,7735,74,0.68200000000000005,0.311
708153558,Existing Customer,46,M,5,Doctorate,Divorced,$120K +,Blue,31,1,2,2,34516,1802,32714,0.871,7936,101,0.48499999999999999,0.051999999999999998
709893858,Attrited Customer,43,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,6,2,2,9422,2108,7314,0.89100000000000001,4633,58,0.61099999999999999,0.224
709225758,Existing Customer,48,F,3,Post-Graduate,Married,Unknown,Blue,37,2,1,3,7469,2474,4995,0.67400000000000004,8213,86,0.623,0.33100000000000002
709984083,Existing Customer,43,F,3,Unknown,Single,Less than $40K,Blue,36,2,2,2,3849,1281,2568,0.77700000000000002,7930,90,0.60699999999999998,0.33300000000000002
711854808,Attrited Customer,41,M,3,High School,Married,$120K +,Blue,32,2,2,1,34516,0,34516,0.96499999999999997,4734,57,0.54100000000000004,0
822125283,Existing Customer,49,M,3,Uneducated,Married,$80K - $120K,Blue,45,2,1,1,4778,1351,3427,0.78500000000000003,7590,74,0.68200000000000005,0.28299999999999997
717340608,Existing Customer,51,F,3,High School,Single,Unknown,Gold,39,1,1,2,34516,1873,32643,0.629,7703,104,0.67700000000000005,0.053999999999999999
711084183,Existing Customer,47,F,5,Uneducated,Unknown,$40K - $60K,Blue,42,2,2,3,5168,2265,2903,0.71499999999999997,8211,80,0.81799999999999995,0.438
720891633,Attrited Customer,53,F,2,High School,Single,Less than $40K,Blue,46,6,1,2,3199,0,3199,1.0469999999999999,4805,59,0.63900000000000001,0
719607183,Existing Customer,55,F,2,Graduate,Single,Unknown,Blue,42,2,3,2,21046,1631,19415,0.73099999999999998,7653,95,0.63800000000000001,0.076999999999999999
715839708,Existing Customer,51,M,1,Graduate,Married,$120K +,Blue,39,2,3,2,34516,2452,32064,0.70699999999999996,7111,82,0.60799999999999998,0.070999999999999994
717008358,Existing Customer,40,F,1,Unknown,Married,Less than $40K,Blue,36,1,2,2,6540,0,6540,0.72299999999999998,7919,88,0.59999999999999998,0
769152783,Attrited Customer,60,F,2,High School,Single,Less than $40K,Blue,54,1,6,2,8141,1811,6330,1.0429999999999999,5043,53,0.432,0.222
788240358,Existing Customer,40,F,5,Graduate,Married,Unknown,Silver,24,2,1,2,33441,686,32755,0.76100000000000001,8452,83,0.50900000000000001,0.021000000000000001
716098683,Existing Customer,46,F,5,Graduate,Unknown,Unknown,Blue,36,2,3,1,5496,1816,3680,0.67800000000000005,7985,93,0.60299999999999998,0.33000000000000002
802675983,Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,33,2,3,1,3794,1544,2250,0.71999999999999997,7872,80,0.53800000000000003,0.40699999999999997
712716108,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,36,1,1,1,5785,2130,3655,0.81299999999999994,7950,86,0.59299999999999997,0.36799999999999999
709238358,Existing Customer,51,F,0,Uneducated,Married,Unknown,Blue,39,1,3,2,19387,810,18577,0.746,7604,87,0.64200000000000002,0.042000000000000003
708682908,Existing Customer,43,F,4,Unknown,Single,Unknown,Blue,28,2,2,1,2838,1934,904,0.873,8644,87,0.55400000000000005,0.68100000000000005
812794983,Existing Customer,41,F,3,College,Married,Less than $40K,Blue,31,2,2,2,4086,1974,2112,0.77500000000000002,7932,87,0.64200000000000002,0.48299999999999998
708968733,Existing Customer,47,M,3,Uneducated,Married,$80K - $120K,Blue,38,1,3,2,31987,0,31987,0.81399999999999995,7926,83,0.53700000000000003,0
779315508,Attrited Customer,43,M,4,Post-Graduate,Single,$40K - $60K,Blue,25,1,2,2,9043,1974,7069,1.0269999999999999,4638,48,0.65500000000000003,0.218
740065833,Existing Customer,47,F,3,Graduate,Single,Less than $40K,Silver,40,1,2,2,11128,2517,8611,0.80000000000000004,8526,93,0.66100000000000003,0.22600000000000001
721063533,Existing Customer,51,M,2,Graduate,Single,$40K - $60K,Blue,41,1,3,3,3062,2058,1004,0.622,7289,75,0.70499999999999996,0.67200000000000004
718189908,Existing Customer,44,F,4,Unknown,Unknown,$40K - $60K,Gold,31,2,2,3,23981,2135,21846,0.749,7885,86,0.56399999999999995,0.088999999999999996
780064983,Existing Customer,44,M,1,Graduate,Married,$80K - $120K,Gold,29,2,1,3,34516,942,33574,0.75,7665,86,0.59299999999999997,0.027
770920908,Existing Customer,39,F,0,Unknown,Single,$40K - $60K,Silver,26,1,1,1,22054,1146,20908,0.84199999999999997,8055,82,0.67300000000000004,0.051999999999999998
718046433,Existing Customer,53,F,2,Graduate,Unknown,Less than $40K,Blue,35,1,2,3,2199,693,1506,0.65400000000000003,7342,86,0.48299999999999998,0.315
711842508,Existing Customer,45,M,3,Uneducated,Unknown,$80K - $120K,Blue,33,2,3,3,9303,1580,7723,0.877,7825,87,0.45000000000000001,0.17000000000000001
772869033,Existing Customer,47,M,3,Unknown,Single,$120K +,Gold,38,2,4,3,34516,1342,33174,0.68999999999999995,7283,89,0.64800000000000002,0.039
715298808,Existing Customer,40,M,2,High School,Divorced,$40K - $60K,Blue,32,1,3,2,7566,1618,5948,0.71999999999999997,7570,88,0.54400000000000004,0.214
708877458,Existing Customer,50,F,3,Uneducated,Married,Unknown,Blue,34,2,3,3,11343,0,11343,0.70899999999999996,8027,94,0.67900000000000005,0
787496733,Existing Customer,47,F,2,Uneducated,Married,Unknown,Blue,35,2,1,1,15155,1287,13868,0.86799999999999999,7724,79,0.57999999999999996,0.085000000000000006
789469083,Existing Customer,55,M,2,Unknown,Single,$80K - $120K,Blue,46,2,1,1,10795,0,10795,0.85499999999999998,7855,81,0.52800000000000002,0
709497108,Existing Customer,44,F,2,High School,Married,Less than $40K,Blue,36,2,1,0,6633,1322,5311,0.69799999999999995,8396,106,0.73799999999999999,0.19900000000000001
784819758,Existing Customer,54,F,1,Graduate,Single,Unknown,Blue,48,1,1,2,8572,2128,6444,0.82099999999999995,7850,94,0.51600000000000001,0.248
720412308,Existing Customer,40,M,4,Unknown,Married,$80K - $120K,Blue,36,2,1,1,34516,2330,32186,0.69299999999999995,7635,75,0.66700000000000004,0.068000000000000005
719178183,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Silver,42,2,3,3,34516,2517,31999,0.75900000000000001,8186,85,0.63500000000000001,0.072999999999999995
789560433,Attrited Customer,49,M,3,Post-Graduate,Single,$60K - $80K,Blue,42,2,4,2,14895,0,14895,1.0429999999999999,5147,53,0.55900000000000005,0
712931733,Existing Customer,49,F,4,Graduate,Single,Less than $40K,Blue,36,1,1,3,2636,1257,1379,0.66100000000000003,7136,82,0.60799999999999998,0.47699999999999998
714417183,Existing Customer,39,F,1,Uneducated,Unknown,Less than $40K,Blue,31,1,3,1,9511,2220,7291,0.71199999999999997,7041,95,0.53200000000000003,0.23300000000000001
771097683,Attrited Customer,43,M,2,High School,Single,$120K +,Blue,30,1,2,2,10896,2517,8379,1.028,4935,58,0.48699999999999999,0.23100000000000001
713824983,Existing Customer,43,F,0,High School,Married,Less than $40K,Blue,35,1,1,0,8401,1085,7316,0.69599999999999995,7697,98,0.50800000000000001,0.129
715360458,Existing Customer,45,F,3,Graduate,Divorced,Unknown,Blue,36,2,3,2,12406,1980,10426,0.79100000000000004,8113,90,0.5,0.16
711736083,Attrited Customer,47,F,4,College,Divorced,Unknown,Blue,36,4,3,3,6769,274,6495,0.998,4885,54,0.34999999999999998,0.040000000000000001
714821433,Existing Customer,45,F,4,College,Married,Less than $40K,Blue,36,2,1,1,2737,0,2737,0.70999999999999996,7587,80,0.56899999999999995,0
779263533,Existing Customer,34,F,2,Graduate,Unknown,Unknown,Silver,16,2,2,1,32292,1731,30561,0.751,7564,76,0.81000000000000005,0.053999999999999999
773988708,Existing Customer,52,M,2,Uneducated,Married,$120K +,Silver,43,1,2,2,34516,1588,32928,0.745,7512,81,0.68799999999999994,0.045999999999999999
719623083,Existing Customer,33,F,1,Doctorate,Unknown,Less than $40K,Gold,24,2,3,2,15987,1992,13995,0.73899999999999999,8302,81,0.84099999999999997,0.125
718304583,Attrited Customer,43,M,2,Unknown,Married,$60K - $80K,Gold,33,1,3,2,34516,1085,33431,1.0469999999999999,4805,54,0.58799999999999997,0.031
720198183,Existing Customer,42,M,5,College,Married,$40K - $60K,Blue,27,1,3,1,2437,1718,719,0.60799999999999998,8028,77,0.54000000000000004,0.70499999999999996
780545133,Existing Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,36,2,3,1,4557,985,3572,0.59199999999999997,7333,91,0.59599999999999997,0.216
711128433,Existing Customer,55,M,3,Uneducated,Single,$40K - $60K,Blue,36,1,3,3,10949,829,10120,0.749,7685,91,0.59599999999999997,0.075999999999999998
789960783,Existing Customer,39,F,1,Graduate,Unknown,Less than $40K,Silver,30,1,2,3,10398,1630,8768,0.755,7702,81,0.68799999999999994,0.157
709556208,Existing Customer,40,F,3,College,Single,$40K - $60K,Silver,28,2,1,2,22361,1873,20488,0.70099999999999996,7586,94,0.56699999999999995,0.084000000000000005
712053033,Existing Customer,46,M,2,Unknown,Single,$80K - $120K,Blue,34,1,3,2,3841,1411,2430,0.78500000000000003,8444,81,0.68799999999999994,0.36699999999999999
794482158,Existing Customer,46,M,3,College,Single,$80K - $120K,Silver,32,2,1,3,34516,1954,32562,0.755,7594,69,0.72499999999999998,0.057000000000000002
780450708,Attrited Customer,58,M,1,College,Single,$120K +,Silver,45,1,3,2,34516,0,34516,0.96399999999999997,4864,48,0.54800000000000004,0
710016708,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Silver,26,1,3,1,10877,1802,9075,0.70599999999999996,7974,90,0.73099999999999998,0.16600000000000001
709434408,Existing Customer,42,M,3,Unknown,Married,$40K - $60K,Blue,26,2,1,2,5848,1481,4367,0.71099999999999997,8417,95,0.46200000000000002,0.253
778716783,Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,32,1,2,1,11552,1970,9582,0.70499999999999996,7180,96,0.54800000000000004,0.17100000000000001
712447758,Existing Customer,46,M,2,Graduate,Married,$80K - $120K,Blue,39,2,2,3,11901,2517,9384,0.78100000000000003,7998,82,0.60799999999999998,0.21099999999999999
779435883,Existing Customer,37,M,3,High School,Unknown,$80K - $120K,Blue,19,1,2,2,2273,0,2273,0.82799999999999996,7899,79,0.64600000000000002,0
719918358,Existing Customer,57,F,3,Graduate,Unknown,Less than $40K,Blue,36,2,2,1,3082,2507,575,0.68700000000000006,7787,89,0.50800000000000001,0.81299999999999994
720474408,Existing Customer,52,M,2,Graduate,Single,$40K - $60K,Blue,41,1,2,2,9298,1898,7400,0.65500000000000003,8427,87,0.77600000000000002,0.20399999999999999
719401158,Existing Customer,62,F,0,Post-Graduate,Single,$40K - $60K,Blue,53,1,2,3,4136,0,4136,0.64000000000000001,7739,97,0.58999999999999997,0
778430733,Existing Customer,45,M,5,High School,Unknown,$60K - $80K,Blue,25,1,5,1,12399,1461,10938,0.64500000000000002,7855,82,0.41399999999999998,0.11799999999999999
717583908,Existing Customer,57,M,1,High School,Single,$80K - $120K,Blue,45,1,6,1,15030,1395,13635,0.625,7603,81,0.58799999999999997,0.092999999999999999
823519458,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,40,1,1,3,6441,2151,4290,0.64000000000000001,7123,94,0.49199999999999999,0.33400000000000002
712381683,Existing Customer,42,F,4,Unknown,Married,Unknown,Blue,36,1,4,2,7469,837,6632,0.82799999999999996,8281,80,0.73899999999999999,0.112
716045508,Existing Customer,40,F,2,Unknown,Single,Less than $40K,Blue,36,2,2,3,3569,1054,2515,0.77500000000000002,7963,85,0.57399999999999995,0.29499999999999998
820936533,Existing Customer,47,M,3,Graduate,Unknown,Less than $40K,Blue,43,1,3,3,2781,1950,831,0.97999999999999998,9331,93,0.5,0.70099999999999996
721227258,Existing Customer,51,M,1,Post-Graduate,Married,$120K +,Silver,31,2,5,2,34516,1991,32525,0.71799999999999997,7520,79,0.68100000000000005,0.058000000000000003
771304383,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,33,1,2,3,4174,2507,1667,0.83199999999999996,7905,86,0.755,0.60099999999999998
717600483,Existing Customer,50,M,2,Unknown,Married,$60K - $80K,Blue,43,2,2,1,23223,628,22595,0.83699999999999997,7358,87,0.64200000000000002,0.027
778865583,Existing Customer,46,M,3,Graduate,Married,Less than $40K,Blue,27,1,2,2,6954,1502,5452,0.624,7510,89,0.64800000000000002,0.216
709871658,Existing Customer,47,F,1,Unknown,Single,Less than $40K,Blue,36,2,3,3,7136,2345,4791,0.69899999999999995,7729,86,0.65400000000000003,0.32900000000000001
818280108,Existing Customer,43,F,4,High School,Single,Less than $40K,Blue,38,1,1,1,1820,0,1820,0.70799999999999996,7714,91,0.59599999999999997,0
716350008,Existing Customer,52,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,2,3,2937,1633,1304,0.85699999999999998,8235,102,0.52200000000000002,0.55600000000000005
778172583,Existing Customer,46,F,3,High School,Single,Less than $40K,Blue,36,1,3,2,6636,2399,4237,0.68100000000000005,7023,86,0.65400000000000003,0.36199999999999999
719121708,Existing Customer,41,M,2,Graduate,Married,$60K - $80K,Silver,31,2,3,3,31497,2192,29305,0.86799999999999999,7685,92,0.53300000000000003,0.070000000000000007
714342033,Attrited Customer,52,M,1,High School,Married,$120K +,Blue,34,2,3,1,34516,0,34516,1.038,4863,56,0.47399999999999998,0
788811558,Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,35,1,3,3,1959,1022,937,0.78000000000000003,7847,65,0.85699999999999998,0.52200000000000002
788943333,Attrited Customer,51,M,3,Post-Graduate,Married,$80K - $120K,Silver,37,6,2,2,34516,989,33527,1.0209999999999999,4810,55,0.34100000000000003,0.029000000000000001
719258433,Existing Customer,49,M,5,Graduate,Single,$60K - $80K,Blue,42,2,1,3,7801,2018,5783,0.68400000000000005,7561,91,0.68500000000000005,0.25900000000000001
717895833,Existing Customer,55,M,3,College,Single,$120K +,Blue,44,2,2,3,6455,1837,4618,0.71699999999999997,8001,99,0.70699999999999996,0.28499999999999998
711550983,Existing Customer,46,M,1,Graduate,Divorced,$40K - $60K,Blue,37,1,2,2,11343,1175,10168,0.69899999999999995,8313,107,0.67200000000000004,0.104
714077583,Attrited Customer,43,M,3,Post-Graduate,Married,$40K - $60K,Platinum,31,2,3,4,23981,593,23388,0.98699999999999999,4758,65,0.51200000000000001,0.025000000000000001
720939933,Attrited Customer,46,F,4,Unknown,Single,Less than $40K,Blue,33,5,3,5,2879,0,2879,1.0309999999999999,4684,56,0.55600000000000005,0
716725008,Existing Customer,49,M,4,High School,Married,$80K - $120K,Blue,40,2,3,2,7667,2191,5476,0.68200000000000005,7886,94,0.67900000000000005,0.28599999999999998
788824083,Existing Customer,41,M,2,Uneducated,Single,$120K +,Blue,24,2,2,1,34516,1022,33494,0.74299999999999999,8202,88,0.91300000000000003,0.029999999999999999
716335983,Existing Customer,37,M,2,High School,Single,$80K - $120K,Blue,36,1,2,3,6713,1590,5123,0.84699999999999998,7946,85,0.66700000000000004,0.23699999999999999
719157933,Existing Customer,51,M,2,Uneducated,Married,$120K +,Blue,40,1,3,1,10984,1429,9555,0.751,7850,85,0.63500000000000001,0.13
716704158,Existing Customer,50,M,1,Doctorate,Married,$120K +,Blue,39,2,3,2,34516,2517,31999,0.77800000000000002,8087,86,0.50900000000000001,0.072999999999999995
716258358,Existing Customer,57,M,2,Uneducated,Single,$60K - $80K,Blue,36,1,1,3,23058,1534,21524,0.70099999999999996,7009,82,0.70799999999999996,0.067000000000000004
827904183,Existing Customer,40,M,4,Uneducated,Married,$120K +,Blue,36,2,2,2,17606,1377,16229,0.86099999999999999,8104,83,0.627,0.078
820394733,Existing Customer,52,M,0,College,Married,$120K +,Gold,47,2,1,1,34516,1464,33052,0.68899999999999995,7690,87,0.67300000000000004,0.042000000000000003
716574033,Existing Customer,45,F,3,High School,Divorced,$40K - $60K,Silver,36,2,2,2,18000,1829,16171,0.67500000000000004,7149,86,0.623,0.10199999999999999
736786908,Existing Customer,48,F,2,College,Married,Less than $40K,Blue,41,2,2,2,5550,2517,3033,0.76700000000000002,6984,85,0.54500000000000004,0.45400000000000001
774099708,Existing Customer,39,F,3,High School,Single,Less than $40K,Blue,33,2,1,2,1621,0,1621,0.77900000000000003,7400,86,0.68600000000000005,0
714282333,Existing Customer,49,F,4,College,Married,Less than $40K,Blue,36,1,1,2,3244,0,3244,0.76500000000000001,7495,97,0.54000000000000004,0
717471933,Existing Customer,45,M,2,Unknown,Married,$40K - $60K,Blue,27,2,2,3,5800,1434,4366,0.71499999999999997,8202,89,0.67900000000000005,0.247
818316108,Existing Customer,43,F,1,Graduate,Married,Less than $40K,Blue,38,2,2,1,2550,1421,1129,0.81899999999999995,8063,72,0.71399999999999997,0.55700000000000005
709838508,Existing Customer,45,M,3,Graduate,Divorced,$60K - $80K,Silver,31,2,1,3,34516,1509,33007,0.72799999999999998,7167,91,0.625,0.043999999999999997
716212383,Attrited Customer,38,M,1,High School,Single,$120K +,Blue,30,5,3,3,10874,2415,8459,0.93300000000000005,4619,59,0.372,0.222
757667133,Attrited Customer,54,M,2,College,Single,$80K - $120K,Blue,47,2,2,2,13769,0,13769,1.0580000000000001,4738,53,0.39500000000000002,0
794571108,Attrited Customer,39,M,2,Graduate,Divorced,$40K - $60K,Silver,23,5,2,3,17894,304,17590,0.96499999999999997,4691,63,0.46500000000000002,0.017000000000000001
711370458,Existing Customer,49,F,5,Graduate,Married,Less than $40K,Gold,38,1,2,2,15016,2016,13000,0.70899999999999996,7685,84,0.52700000000000002,0.13400000000000001
788528958,Existing Customer,45,M,4,Graduate,Single,$120K +,Blue,38,1,1,3,9036,0,9036,0.753,8356,79,0.68100000000000005,0
716745408,Existing Customer,54,M,1,High School,Single,$80K - $120K,Blue,36,1,2,3,12813,1998,10815,0.83699999999999997,7803,81,0.68799999999999994,0.156
771752508,Existing Customer,40,F,3,Doctorate,Married,Less than $40K,Blue,29,1,1,1,4660,1844,2816,1.018,8571,84,0.64700000000000002,0.39600000000000002
788916933,Existing Customer,49,M,5,College,Married,$60K - $80K,Gold,35,1,2,2,34516,1064,33452,0.79600000000000004,8095,81,0.62,0.031
714938733,Attrited Customer,48,M,1,Post-Graduate,Single,$80K - $120K,Blue,38,4,2,2,13174,0,13174,0.95499999999999996,4890,49,0.48499999999999999,0
761818758,Existing Customer,43,M,1,Graduate,Single,Unknown,Blue,36,1,1,2,11210,1079,10131,0.65100000000000002,7206,86,0.53600000000000003,0.096000000000000002
714422058,Existing Customer,42,M,3,Graduate,Single,$120K +,Blue,36,1,2,3,31639,2446,29193,0.63200000000000001,7119,86,0.56399999999999995,0.076999999999999999
712191783,Existing Customer,49,M,4,High School,Married,$120K +,Gold,36,1,1,1,34516,1634,32882,0.76800000000000002,7788,94,0.46899999999999997,0.047
716319258,Existing Customer,43,M,4,Uneducated,Single,$120K +,Blue,36,1,1,3,34516,1742,32774,0.66100000000000003,7360,82,0.745,0.050000000000000003
719813058,Existing Customer,44,F,5,Unknown,Married,Less than $40K,Blue,34,2,1,3,2490,1235,1255,0.82299999999999995,8065,88,0.76000000000000001,0.496
712351908,Existing Customer,45,M,3,High School,Unknown,$80K - $120K,Blue,34,1,2,3,26438,1655,24783,0.92000000000000004,8029,81,0.72299999999999998,0.063
716742483,Existing Customer,38,F,1,Graduate,Single,Less than $40K,Blue,29,2,3,3,7504,1134,6370,0.67000000000000004,7525,100,0.44900000000000001,0.151
708160008,Existing Customer,44,M,1,Uneducated,Married,$120K +,Blue,33,2,2,3,34516,1058,33458,0.73399999999999999,7412,84,0.58499999999999996,0.031
709269708,Existing Customer,45,M,4,Graduate,Single,$120K +,Platinum,34,2,2,1,34516,1488,33028,0.73199999999999998,7281,95,0.53200000000000003,0.042999999999999997
779098308,Existing Customer,51,F,2,College,Married,Unknown,Blue,32,1,3,2,15048,2517,12531,0.66600000000000004,7592,96,0.52400000000000002,0.16700000000000001
717257658,Existing Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,29,2,2,1,9357,1942,7415,0.80000000000000004,7971,84,0.78700000000000003,0.20799999999999999
775112958,Existing Customer,51,M,1,Unknown,Married,$60K - $80K,Blue,45,2,3,3,11548,0,11548,0.61099999999999999,7781,72,0.89500000000000002,0
788812608,Existing Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,39,1,2,3,8767,1684,7083,0.78600000000000003,8066,79,0.54900000000000004,0.192
711002058,Existing Customer,42,M,4,Unknown,Single,$40K - $60K,Blue,33,1,3,1,5306,2410,2896,0.73799999999999999,7437,94,0.70899999999999996,0.45400000000000001
716199408,Attrited Customer,52,F,2,Graduate,Single,Unknown,Blue,41,2,3,3,3608,2517,1091,1.0569999999999999,4907,53,0.55900000000000005,0.69799999999999995
718100808,Existing Customer,49,F,1,Uneducated,Married,Less than $40K,Gold,37,2,3,1,15987,2065,13922,0.70499999999999996,7395,100,0.56200000000000006,0.129
790051758,Attrited Customer,50,M,2,Graduate,Single,$120K +,Blue,42,2,1,2,31782,0,31782,1.056,4800,53,0.39500000000000002,0
772430733,Existing Customer,42,M,2,Graduate,Married,$120K +,Blue,32,1,1,1,34516,1440,33076,0.67600000000000005,7168,88,0.57099999999999995,0.042000000000000003
713460258,Existing Customer,45,F,0,Doctorate,Married,$40K - $60K,Silver,36,1,1,3,19107,933,18174,0.88,8987,89,0.56100000000000005,0.049000000000000002
820036533,Existing Customer,50,M,4,Unknown,Married,$80K - $120K,Blue,45,2,1,3,34516,1466,33050,0.69299999999999995,7223,87,0.61099999999999999,0.042000000000000003
719785683,Existing Customer,41,M,4,Post-Graduate,Married,$80K - $120K,Blue,36,1,2,2,21751,1573,20178,0.878,8332,102,0.56899999999999995,0.071999999999999995
711830433,Existing Customer,44,F,3,College,Single,Less than $40K,Blue,32,1,2,1,7926,1051,6875,0.72899999999999998,7677,87,0.55400000000000005,0.13300000000000001
807393558,Attrited Customer,51,M,4,Unknown,Single,$120K +,Silver,46,2,3,3,34516,1279,33237,1.02,4615,49,0.58099999999999996,0.036999999999999998
718306308,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,36,1,2,3,27984,1793,26191,0.754,8147,81,0.58799999999999997,0.064000000000000001
772725408,Existing Customer,40,M,3,Uneducated,Divorced,$60K - $80K,Blue,30,2,3,2,24499,2517,21982,0.77700000000000002,7667,84,0.52700000000000002,0.10299999999999999
711183558,Existing Customer,49,M,0,High School,Single,$80K - $120K,Blue,39,2,1,3,2221,1291,930,0.78500000000000003,8618,98,0.81499999999999995,0.58099999999999996
720317658,Existing Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,35,2,2,2,5858,961,4897,0.65700000000000003,7916,82,0.70799999999999996,0.16400000000000001
710596983,Existing Customer,51,M,1,Uneducated,Single,$80K - $120K,Blue,37,1,3,2,27318,2416,24902,0.91700000000000004,7481,96,0.54800000000000004,0.087999999999999995
716986458,Existing Customer,44,F,3,High School,Single,Unknown,Blue,36,1,3,2,9766,1575,8191,0.66100000000000003,7605,101,0.60299999999999998,0.161
717382608,Existing Customer,59,M,1,Graduate,Single,$60K - $80K,Silver,36,2,2,2,26692,2517,24175,0.79600000000000004,8780,86,0.65400000000000003,0.094
825767658,Existing Customer,49,M,2,Graduate,Single,$60K - $80K,Gold,45,2,3,1,34516,913,33603,0.69799999999999995,7711,80,0.85999999999999999,0.025999999999999999
717513933,Existing Customer,38,M,3,College,Single,$120K +,Blue,26,2,2,1,14938,0,14938,0.626,7385,90,0.42899999999999999,0
789186858,Existing Customer,52,M,2,Graduate,Married,$80K - $120K,Blue,41,2,5,1,33256,928,32328,0.69399999999999995,7796,97,0.58999999999999997,0.028000000000000001
717658758,Existing Customer,49,M,4,Graduate,Single,$120K +,Silver,36,2,2,2,34516,0,34516,0.622,7962,99,0.435,0
715575258,Existing Customer,47,M,2,Graduate,Single,$40K - $60K,Blue,35,1,6,3,5791,1957,3834,0.65400000000000003,7823,93,0.72199999999999998,0.33800000000000002
714975633,Existing Customer,51,F,2,High School,Single,Unknown,Blue,36,2,1,2,2319,1347,972,0.72199999999999998,7558,85,0.49099999999999999,0.58099999999999996
715396983,Existing Customer,46,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,3,2,17698,1769,15929,0.623,8056,95,0.58299999999999996,0.10000000000000001
712624383,Existing Customer,52,M,4,College,Single,$80K - $120K,Silver,41,1,1,2,34516,1701,32815,0.71499999999999997,7707,99,0.5,0.049000000000000002
721335558,Existing Customer,57,F,2,Graduate,Single,Less than $40K,Blue,36,1,2,3,6482,1686,4796,0.753,7544,101,0.629,0.26000000000000001
711167808,Attrited Customer,40,M,4,Unknown,Single,$60K - $80K,Blue,30,4,3,6,18975,0,18975,1.028,4803,65,0.54800000000000004,0
713761608,Existing Customer,44,M,3,Graduate,Divorced,$60K - $80K,Silver,34,2,3,3,34516,1652,32864,0.86499999999999999,8450,90,0.57899999999999996,0.048000000000000001
713367858,Existing Customer,47,M,3,Unknown,Single,$40K - $60K,Blue,36,2,2,2,2479,1748,731,0.83099999999999996,8042,85,0.54500000000000004,0.70499999999999996
710489583,Existing Customer,41,F,3,Graduate,Unknown,Less than $40K,Blue,36,1,1,1,4941,1040,3901,0.76500000000000001,7631,91,0.59599999999999997,0.20999999999999999
720422358,Existing Customer,42,M,1,Post-Graduate,Single,$60K - $80K,Gold,36,1,1,2,34516,2276,32240,0.76700000000000002,7485,90,0.55200000000000005,0.066000000000000003
772098858,Existing Customer,44,F,4,Uneducated,Married,Unknown,Blue,33,1,2,1,8230,1333,6897,0.69199999999999995,7736,84,0.68000000000000005,0.16200000000000001
